2017-09-01	0.002066	0.005165	0.007025	0.002066	0.099998	713700.000000
2017-08-31	0.000827	0.003929	0.004549	-0.003309	0.040001	1273900.000000
2017-08-30	0.005824	0.008319	0.009567	0.005200	0.279999	1335200.000000
2017-08-29	0.004177	0.000209	0.005848	-0.001253	0.200001	1370500.000000
2017-08-28	0.002303	0.006908	0.007327	0.001047	0.110001	1037500.000000
2017-08-25	0.007593	0.010968	0.013710	0.003586	0.360000	1312000.000000
2017-08-24	-0.000632	0.005481	0.007167	-0.000632	-0.029999	881300.000000
2017-08-23	-0.001894	-0.003997	0.000000	-0.004418	-0.090000	1064900.000000
2017-08-22	0.004438	0.001902	0.006551	0.001902	0.209999	1052200.000000
2017-08-21	-0.000211	-0.000634	0.001479	-0.003592	-0.010002	1075700.000000
2017-08-18	0.002542	-0.002330	0.006778	-0.003389	0.120003	1264900.000000
2017-08-17	-0.017073	-0.011243	-0.006871	-0.017281	-0.820000	1395700.000000
2017-08-16	0.002505	0.004592	0.006262	0.001461	0.119999	756900.000000
2017-08-15	-0.005398	-0.003944	-0.002699	-0.007058	-0.259998	920000.000000
2017-08-14	0.008373	0.010467	0.012770	0.008164	0.399998	1082900.000000
2017-08-11	-0.008715	-0.006433	-0.004150	-0.010583	-0.419999	1403600.000000
2017-08-10	-0.030187	-0.019118	-0.018917	-0.030590	-1.500000	1670800.000000
2017-08-09	-0.001808	-0.005424	-0.000201	-0.006227	-0.090000	1406400.000000
2017-08-08	-0.002804	-0.005409	0.000801	-0.006010	-0.139999	1180400.000000
2017-08-07	-0.002797	0.000000	0.000200	-0.004195	-0.140003	622500.000000
2017-08-04	0.000000	0.000999	0.006193	-0.000999	0.000000	1029800.000000
2017-08-03	-0.002789	-0.002590	-0.000598	-0.005976	-0.140000	1187600.000000
2017-08-02	-0.001988	-0.003976	-0.001789	-0.006362	-0.099998	1305600.000000
2017-08-01	0.014174	0.023852	0.025465	0.018207	0.703010	1913300.000000
2017-07-31	0.024335	0.029148	0.036376	0.027082	1.178288	1966700.000000
2017-07-28	-0.003464	0.001090	0.008500	-0.000145	-0.168328	2270600.000000
2017-07-27	-0.005875	0.012396	0.013623	0.000938	-0.287143	1264500.000000
2017-07-26	0.002844	0.008299	0.013428	0.006452	0.138618	1657200.000000
2017-07-25	0.020738	0.034655	0.036749	0.030047	0.990158	2062700.000000
2017-07-24	0.007522	0.013739	0.019436	0.010784	0.356457	1320200.000000
2017-07-21	-0.005196	0.006372	0.007211	-0.000136	-0.247539	1425400.000000
2017-07-20	0.000000	0.009730	0.011410	0.008471	0.000000	1490400.000000
2017-07-19	0.001040	0.010991	0.012882	0.008890	0.049507	1607000.000000
2017-07-18	-0.001869	0.003438	0.008053	0.001970	-0.089112	997700.000000
2017-07-17	-0.001245	0.012454	0.013083	0.008264	-0.059410	722400.000000
2017-07-14	-0.003102	-0.001755	0.008687	-0.002590	-0.148525	1358800.000000
2017-07-13	0.003736	0.007215	0.014342	0.007006	0.178230	1156700.000000
2017-07-12	0.005845	0.011627	0.016266	0.010151	0.277241	1406300.000000
2017-07-11	0.005247	0.012272	0.015239	0.010152	0.247540	2066900.000000
2017-07-10	0.014909	0.022202	0.026074	0.021126	0.693111	1573500.000000
2017-07-07	-0.001276	0.007148	0.009940	0.004355	-0.059406	1381400.000000
2017-07-06	-0.002969	0.007584	0.014010	0.006941	-0.138626	1427200.000000
2017-07-05	-0.001905	0.002030	0.008230	0.000106	-0.089112	1625000.000000
2017-07-03	0.018323	0.021696	0.029098	0.020608	0.841633	1371500.000000
2017-06-30	-0.003009	0.007553	0.009072	0.001475	-0.138618	1750900.000000
2017-06-29	0.042105	0.056536	0.058797	0.048845	1.861492	5372800.000000
