2017-09-01	-0.003720	0.001419	0.002888	-0.005335	-0.760009	1411100.000000
2017-08-31	0.003093	0.003093	0.004566	-0.003289	0.630005	1567900.000000
2017-08-30	0.003795	0.000000	0.003795	-0.004534	0.770004	1196200.000000
2017-08-29	0.002272	-0.001284	0.003062	-0.005581	0.459991	991300.000000
2017-08-28	0.001633	0.003216	0.005640	-0.001385	0.330002	1174700.000000
2017-08-25	0.000050	0.006531	0.006580	-0.000346	0.010010	1238100.000000
2017-08-24	-0.002714	0.006020	0.006020	-0.003503	-0.550003	1230800.000000
2017-08-23	-0.007906	-0.001150	-0.000906	-0.009619	-1.615006	1267300.000000
2017-08-22	0.004449	0.008948	0.012193	0.006145	0.904801	2091200.000000
2017-08-21	0.005012	0.007086	0.012522	0.003182	1.014175	1567600.000000
2017-08-18	-0.008863	0.005752	0.007123	-0.003554	-1.809601	1838600.000000
2017-08-17	-0.012361	0.005123	0.006719	-0.007018	-2.555298	1396500.000000
2017-08-16	0.003572	0.005898	0.012791	0.003033	0.735779	1704300.000000
2017-08-15	-0.000916	0.003957	0.008031	0.001581	-0.188919	1048500.000000
2017-08-14	0.006748	0.009072	0.013808	0.006191	1.382050	1254200.000000
2017-08-11	-0.001212	0.008776	0.008776	0.002826	-0.248566	1452800.000000
2017-08-10	-0.001211	0.001563	0.009064	-0.000580	-0.248581	1571500.000000
2017-08-09	0.000242	0.007019	0.012963	0.001659	0.049729	1622200.000000
2017-08-08	-0.004869	0.002794	0.007934	-0.002733	-1.004242	1856300.000000
2017-08-07	-0.001011	0.006963	0.009384	0.001054	-0.208786	1172600.000000
2017-08-04	0.000145	0.007350	0.010548	-0.001563	0.029831	1522700.000000
2017-08-03	0.010759	0.008200	0.016671	0.004332	2.197341	2054200.000000
2017-08-02	0.010976	0.005801	0.017731	0.003970	2.217255	2029600.000000
2017-08-01	0.009992	0.011351	0.016451	0.008701	1.998505	2015100.000000
2017-07-31	0.007260	0.007162	0.015521	0.006205	1.441711	1833600.000000
2017-07-28	-0.001650	0.009472	0.010729	-0.001086	-0.328125	1488000.000000
2017-07-27	0.005125	0.006308	0.013483	-0.001121	1.014176	2174500.000000
2017-07-26	-0.001806	0.011099	0.014629	0.001515	-0.357941	2922100.000000
2017-07-25	-0.050524	-0.029450	-0.020589	-0.055695	-10.549316	6593000.000000
2017-07-24	-0.005494	0.005942	0.008133	0.000227	-1.153382	2165200.000000
2017-07-21	-0.006072	0.001965	0.002864	-0.008308	-1.282608	2246200.000000
2017-07-20	0.001650	0.006273	0.011964	0.005562	0.347992	1347400.000000
2017-07-19	0.003739	0.006704	0.009560	0.005085	0.785492	825300.000000
2017-07-18	-0.001748	0.001000	0.004992	-0.000805	-0.367889	1562600.000000
2017-07-17	-0.000425	0.007794	0.007794	0.000148	-0.089493	1311300.000000
2017-07-14	0.003221	0.007801	0.011231	0.003560	0.676117	1062000.000000
2017-07-13	-0.000994	0.005276	0.009084	0.000421	-0.208802	1138800.000000
2017-07-12	0.007822	0.011748	0.020719	0.008678	1.630616	1447900.000000
2017-07-11	-0.003943	0.005370	0.009144	-0.006146	-0.825257	1268100.000000
2017-07-10	0.004294	0.005800	0.016069	0.002873	0.894867	1308400.000000
2017-07-07	0.007547	0.008072	0.016050	0.005897	1.561005	1531000.000000
2017-07-06	-0.008295	0.002348	0.005560	-0.003214	-1.730026	1189900.000000
2017-07-05	-0.000334	0.006567	0.007717	0.003739	-0.069611	1065300.000000
2017-07-03	0.007877	0.010341	0.016138	0.008457	1.630615	1040200.000000
2017-06-30	0.001636	0.015720	0.015720	0.005752	0.338059	1749100.000000
2017-06-29	-0.013152	0.007805	0.007805	-0.011152	-2.754151	1809900.000000
2017-06-28	0.004004	0.010546	0.012464	0.007238	0.835190	1542900.000000
2017-06-27	-0.013311	0.002866	0.005231	-0.009528	-2.813812	2240200.000000
2017-06-26	-0.001362	0.005232	0.008444	0.002965	-0.288345	1352100.000000
2017-06-23	0.003204	0.004709	0.010254	0.003335	0.676117	1584900.000000
2017-06-22	-0.003007	0.005137	0.006980	0.002114	-0.636353	1400400.000000
2017-06-21	-0.002343	0.008863	0.008863	-0.000235	-0.497131	1812900.000000
2017-06-20	0.000000	0.006176	0.011456	0.004291	0.000000	1531200.000000
2017-06-19	0.000563	0.009336	0.009336	0.003205	0.119308	1667600.000000
2017-06-16	0.009229	0.007846	0.016081	0.006466	1.938858	3420600.000000
2017-06-15	0.006095	0.003309	0.012025	0.003022	1.272675	1594100.000000
2017-06-14	0.004304	0.008974	0.013832	0.007772	0.894851	1585300.000000
2017-06-13	0.008294	0.006673	0.016809	0.006576	1.710160	1688800.000000
2017-06-12	0.002223	0.005752	0.012994	-0.001198	0.457382	2388200.000000
2017-06-09	0.004807	0.006045	0.010782	0.004287	0.984329	1893100.000000
2017-06-08	0.004536	0.005752	0.010756	0.001238	0.924683	2451300.000000
2017-06-07	-0.001947	0.007319	0.008004	-0.000662	-0.397721	1885600.000000
2017-06-06	-0.003928	0.004728	0.007898	0.001801	-0.805358	1458800.000000
2017-06-05	-0.002322	0.006092	0.008817	0.003416	-0.477250	1253100.000000
2017-06-02	0.011500	0.009246	0.020714	0.007917	2.336548	1831900.000000
2017-06-01	-0.000587	0.004670	0.007867	0.001866	-0.119308	2352700.000000
2017-05-31	0.010028	0.007193	0.015837	0.004907	2.018387	3096800.000000
2017-05-30	0.008820	0.003947	0.017580	0.002193	1.759887	2171100.000000
2017-05-26	0.005663	0.003736	0.011548	0.002879	1.123536	1409600.000000
2017-05-25	0.010380	0.010437	0.016548	0.007076	2.038269	1508000.000000
2017-05-24	-0.001214	0.009618	0.009821	0.003463	-0.238617	1206400.000000
2017-05-23	-0.003929	0.006866	0.008082	0.000736	-0.775544	1514200.000000
