Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,59.552402,59.912663,59.388645,59.847160,47.161697,239300
2012-09-05,60.065502,60.163757,59.868996,60.163757,47.411182,283100
2012-09-06,60.436680,60.840611,60.414848,60.796944,47.910160,337200
2012-09-07,60.578602,60.698689,60.316593,60.556770,47.720898,204700
2012-09-10,59.639736,59.836243,59.454147,59.454147,46.851994,390300
2012-09-11,59.257641,59.716156,59.213974,59.563320,46.938023,519600
2012-09-12,59.585152,59.803493,59.443230,59.650654,47.006840,250500
2012-09-13,60.185589,60.720524,59.967247,60.600437,47.755306,354200
2012-09-14,60.567684,60.742359,60.436680,60.644104,47.789715,463200
2012-09-17,60.294762,60.622272,60.283844,60.403931,47.600452,332500
2012-09-18,60.764191,61.080788,60.633186,60.742359,47.867149,245300
2012-09-19,61.048035,61.189957,60.862446,60.982533,48.056416,238800
2012-09-20,61.168121,61.517467,60.982533,61.517467,48.477962,287200
2012-09-21,61.157204,61.255459,60.687775,60.949783,48.030605,247700
2012-09-24,60.665939,61.168121,60.600437,61.135372,48.176853,249700
2012-09-25,61.157204,61.615719,61.037117,61.211792,48.237076,214400
2012-09-26,60.873363,61.168121,60.764191,60.982533,48.056416,243100
2012-09-27,61.844978,61.921398,61.211792,61.451965,48.426334,521200
2012-09-28,60.633186,60.709606,60.152840,60.436680,47.626255,248800
2012-10-01,61.462883,61.910480,61.080788,61.179039,48.211266,308800
2012-10-02,61.703056,61.724892,61.222706,61.386463,48.374725,287900
2012-10-03,61.648472,61.648472,61.299126,61.473801,48.443550,281000
2012-10-04,61.812225,61.855896,61.517467,61.648472,48.581200,331400
2012-10-05,61.724892,61.855896,61.430130,61.462883,48.434948,333400
2012-10-08,61.299126,61.397381,61.037117,61.397381,48.383320,206400
2012-10-09,60.742359,60.895195,60.436680,60.524017,47.695087,221900
2012-10-10,60.611355,60.676857,60.294762,60.480350,47.660671,235200
2012-10-11,60.469433,60.622272,60.349346,60.393013,47.591858,218800
2012-10-12,60.633186,60.862446,60.545853,60.665939,47.806927,139800
2012-10-15,61.015285,61.135372,60.796944,61.135372,48.176853,140600
2012-10-16,61.746723,61.986900,61.692139,61.779476,48.684429,199500
2012-10-17,61.844978,62.106987,61.768559,61.986900,48.847881,125000
2012-10-18,62.106987,62.194324,61.801311,61.877728,48.761852,177100
2012-10-19,61.954147,62.052402,61.572052,61.582970,48.529575,176400
2012-10-22,61.681221,61.943230,61.582970,61.943230,48.813473,197800
2012-10-23,61.604805,61.681221,61.037117,61.179039,48.211266,254800
2012-10-24,61.855896,61.932316,61.200874,61.353710,48.348915,371400
2012-10-25,61.768559,61.866814,61.419212,61.550217,48.503769,245400
2012-10-26,61.528385,61.910480,61.462883,61.801311,48.701633,190100
2012-10-31,62.139736,62.478165,62.008732,62.237991,49.045757,309600
2012-11-01,62.489082,62.729259,62.368996,62.609169,49.338257,331500
2012-11-02,61.877728,62.041485,61.713974,61.954147,48.822079,221300
2012-11-05,61.626637,61.779476,61.386463,61.757641,48.667225,217700
2012-11-06,62.008732,62.248909,61.834061,62.150654,48.976936,179900
2012-11-07,61.975983,61.975983,61.157204,61.320961,48.323105,300100
2012-11-08,61.080788,61.320961,60.982533,61.189957,48.219872,537700
2012-11-09,60.109169,60.141922,59.770741,59.836243,47.153095,645800
2012-11-12,59.770741,59.825329,59.257641,59.519650,46.903610,397200
2012-11-13,59.596069,60.021835,59.465065,59.574234,46.946621,524700
2012-11-14,60.098255,60.218342,59.530567,59.552402,46.929417,500900
2012-11-15,60.152840,60.327511,59.552402,59.737991,47.075668,344400
2012-11-16,60.000000,60.087337,59.497818,60.021835,47.299347,494700
2012-11-19,60.316593,60.775108,60.272926,60.447598,47.634872,517900
2012-11-20,60.163757,60.676857,60.098255,60.611355,47.763912,506600
2012-11-21,61.048035,61.233624,60.993450,61.135372,48.176853,391400
2012-11-23,62.183407,62.270741,61.954147,62.117905,48.951122,360600
2012-11-26,62.336243,62.532753,62.292576,62.445415,49.209217,437100
2012-11-27,62.434498,62.543667,61.877728,62.019650,48.873695,393800
2012-11-28,60.534935,61.200874,60.480350,60.938866,49.014191,484000
2012-11-29,61.735809,62.063320,61.517467,61.703056,49.628849,396400
2012-11-30,61.572052,61.877728,61.408298,61.834061,49.734211,464700
2012-12-03,61.703056,61.779476,61.462883,61.659389,49.593723,441600
2012-12-04,62.216156,62.216156,61.659389,61.670307,49.602501,438300
2012-12-05,61.965065,62.281658,61.768559,61.975983,49.848362,265000
2012-12-06,61.975983,62.117905,61.626637,61.888645,49.778111,185700
2012-12-07,61.790394,61.910480,61.572052,61.888645,49.778111,184200
2012-12-10,61.888645,62.336243,61.888645,62.237991,50.059101,331500
2012-12-11,62.500000,62.631004,62.358078,62.489082,50.261055,259500
2012-12-12,63.187775,63.351528,62.882095,62.991268,50.664974,393500
2012-12-13,63.165939,63.318779,62.772926,62.860264,50.559612,616800
2012-12-14,62.489082,62.510918,62.128822,62.205238,50.032753,821400
2012-12-17,61.943230,62.565502,61.899563,62.554585,50.313744,454600
2012-12-18,62.303493,62.849346,62.237991,62.762009,50.480576,476100
2012-12-19,62.936680,63.198689,62.838428,63.133186,50.779118,332300
2012-12-20,62.292576,62.598255,62.183407,62.554585,50.313744,682200
2012-12-21,62.161572,62.532753,62.085152,62.368996,50.164467,361800
2012-12-24,62.325329,62.554585,62.150654,62.500000,50.269836,118600
2012-12-26,62.456333,62.751091,62.063320,62.117905,49.962509,238700
2012-12-27,62.205238,62.281658,61.735809,62.041485,49.901047,259400
2012-12-28,61.834061,62.216156,61.724892,61.823143,49.725430,213800
2012-12-31,61.866814,62.762009,61.790394,62.707424,50.436672,402400
2013-01-02,63.187775,63.318779,62.631004,63.002182,50.673752,535100
2013-01-03,62.259827,62.554585,62.227074,62.379913,50.173248,614600
2013-01-04,62.106987,62.718342,62.052402,62.620087,50.366425,557300
2013-01-07,60.917030,61.299126,60.851528,61.179039,49.207363,548000
