Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,35.695000,36.200001,35.400002,36.035000,36.035000,3925000
2012-09-05,35.924999,36.000000,35.330002,35.480000,35.480000,4681800
2012-09-06,36.014999,37.299999,36.014999,37.244999,37.244999,9214400
2012-09-07,37.500000,37.865002,36.980000,37.720001,37.720001,5721000
2012-09-10,37.465000,37.494999,36.615002,36.790001,36.790001,5062000
2012-09-11,36.689999,36.959999,36.625000,36.810001,36.810001,3108600
2012-09-12,36.990002,37.215000,36.799999,36.994999,36.994999,2818800
2012-09-13,37.000000,37.724998,36.805000,37.544998,37.544998,5055800
2012-09-14,37.549999,38.160000,37.200001,38.134998,38.134998,7153400
2012-09-17,37.805000,38.455002,37.639999,38.404999,38.404999,5834400
2012-09-18,38.270000,38.794998,38.250000,38.459999,38.459999,4745400
2012-09-19,39.314999,39.314999,38.070000,38.494999,38.494999,5203000
2012-09-20,38.310001,38.750000,38.200001,38.540001,38.540001,3896600
2012-09-21,38.570000,38.939999,38.514999,38.634998,38.634998,6890000
2012-09-24,38.314999,38.619999,38.150002,38.455002,38.455002,3716400
2012-09-25,38.529999,38.900002,38.044998,38.070000,38.070000,4619600
2012-09-26,38.310001,38.750000,37.959999,38.040001,38.040001,4769000
2012-09-27,38.150002,38.575001,37.985001,38.369999,38.369999,3698600
2012-09-28,38.160000,38.424999,38.005001,38.200001,38.200001,4430800
2012-10-01,38.485001,38.924999,38.235001,38.389999,38.389999,3224000
2012-10-02,39.014999,39.415001,38.860001,39.209999,39.209999,6427200
2012-10-03,39.465000,39.529999,39.110001,39.494999,39.494999,4863800
2012-10-04,39.615002,39.994999,39.509998,39.790001,39.790001,4289600
2012-10-05,40.000000,40.619999,39.900002,40.145000,40.145000,5910000
2012-10-08,40.000000,40.209999,39.705002,40.145000,40.145000,3398600
2012-10-09,39.759998,40.259998,39.654999,39.955002,39.955002,4405000
2012-10-10,39.595001,39.805000,38.029999,38.680000,38.680000,11231600
2012-10-11,38.599998,39.099998,38.549999,38.860001,38.860001,4520800
2012-10-12,39.505001,39.875000,39.125000,39.209999,39.209999,5770200
2012-10-15,39.209999,39.209999,38.615002,38.985001,38.985001,3644600
2012-10-16,39.139999,39.224998,38.770000,39.099998,39.099998,3221800
2012-10-17,39.099998,39.695000,38.919998,39.404999,39.404999,3496600
2012-10-18,39.424999,39.480000,38.880001,39.240002,39.240002,3583800
2012-10-19,39.235001,39.320000,37.549999,37.580002,37.580002,7295800
2012-10-22,37.509998,37.775002,37.275002,37.500000,37.500000,4202800
2012-10-23,37.169998,37.744999,36.919998,37.025002,37.025002,5271400
2012-10-24,37.169998,37.415001,36.945000,37.029999,37.029999,4811600
2012-10-25,37.345001,37.750000,37.029999,37.160000,37.160000,3741400
2012-10-26,37.070000,37.740002,37.070000,37.599998,37.599998,4442600
2012-10-31,37.709999,37.715000,36.599998,36.674999,36.674999,5047200
2012-11-01,37.014999,37.619999,36.970001,37.404999,37.404999,4180400
2012-11-02,37.505001,37.505001,36.474998,36.520000,36.520000,4263200
2012-11-05,36.430000,36.764999,36.275002,36.650002,36.650002,4025600
2012-11-06,36.889999,37.244999,36.615002,37.029999,37.029999,3580600
2012-11-07,36.709999,36.709999,35.895000,36.279999,36.279999,4955400
2012-11-08,36.145000,36.334999,35.625000,35.650002,35.650002,3412400
