Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,40.689915,40.689915,39.855953,40.098560,39.167912,4583900
2012-09-05,40.197121,40.485214,39.977257,40.060654,39.130882,2661800
2012-09-06,40.409401,41.319180,40.394238,41.296436,40.337990,2841700
2012-09-07,41.288857,41.796814,40.932526,41.743744,40.774918,3327000
2012-09-10,41.478394,41.614861,40.962852,41.008339,40.056580,3737200
2012-09-11,41.106899,41.394997,41.046246,41.349506,40.389820,2692800
2012-09-12,41.561790,41.736164,41.288857,41.539043,40.574955,2641600
2012-09-13,41.349506,42.198635,41.197876,42.009098,41.034103,3308300
2012-09-14,42.107658,42.410919,41.311600,41.516300,40.552742,6374300
2012-09-17,41.455647,41.713421,41.357090,41.576954,40.611992,4172500
2012-09-18,41.432903,42.312359,41.432903,42.198635,41.219242,4613400
2012-09-19,42.266869,42.539803,41.736164,42.100075,41.122963,5393700
2012-09-20,41.751328,41.827141,41.394997,41.713421,40.745281,3868800
2012-09-21,42.069748,42.115238,41.455647,41.622440,40.656414,6221100
2012-09-24,41.387413,41.599697,41.190296,41.501137,40.537930,2317600
2012-09-25,41.501137,41.637604,41.266109,41.364670,40.404633,5549600
2012-09-26,41.228203,41.993935,41.084156,41.721001,40.771378,7151300
2012-09-27,41.758907,42.259289,41.508720,42.039425,41.082550,4923800
2012-09-28,41.819561,41.978771,41.432903,41.811977,40.860271,5589100
2012-10-01,41.811977,43.328278,41.811977,42.645943,41.675259,6474500
2012-10-02,42.797573,42.880970,42.092495,42.350266,41.386318,3322400
2012-10-03,42.554966,42.979530,42.388172,42.789993,41.816029,3111900
2012-10-04,42.964367,43.108414,42.585293,42.873390,41.897530,2633600
2012-10-05,43.062927,43.244881,42.638363,42.805157,41.830856,2450300
2012-10-08,42.774830,43.237301,42.608036,43.085670,42.104980,2590900
2012-10-09,43.070507,43.070507,41.933281,42.024261,41.067722,5343400
2012-10-10,41.956028,42.335102,41.880211,41.948444,40.993641,3678400
2012-10-11,42.160728,42.858227,42.031841,42.403336,41.438179,3776200
2012-10-12,42.532223,42.835480,42.198635,42.403336,41.438179,4000300
2012-10-15,42.494312,42.767246,42.357845,42.676270,41.704891,3708600
2012-10-16,42.843063,43.199394,42.812737,42.911297,41.934578,3584200
2012-10-17,43.153904,43.206974,42.403336,42.532223,41.564137,6207700
2012-10-18,40.485214,40.940105,39.840790,40.523125,39.600754,18249500
2012-10-19,40.303261,40.758152,40.083397,40.439728,39.519264,9262600
2012-10-22,40.424564,40.803638,39.643669,40.045490,39.134003,9706200
2012-10-23,39.545109,39.878696,39.044731,39.719486,38.815411,6504700
2012-10-24,39.969673,40.416981,39.529945,39.613342,38.711689,4661000
2012-10-25,38.438210,39.825626,38.385139,39.613342,38.711689,16615100
2012-10-26,39.689159,39.711903,39.120544,39.249432,38.356056,6194100
2012-10-31,39.833206,40.523125,39.166035,39.219105,38.326420,6311200
2012-11-01,39.423805,39.742229,39.378319,39.651253,38.748734,8585500
2012-11-02,39.969673,40.197121,39.347992,39.385899,38.489422,7981700
2012-11-05,39.363155,39.742229,39.272175,39.575436,38.674648,7335400
2012-11-06,39.689159,40.265354,39.628506,40.030327,39.119175,4262000
2012-11-07,39.598179,39.673996,39.294922,39.401062,38.504238,5115800
2012-11-08,39.423805,39.628506,39.310085,39.325245,38.430145,5119300
2012-11-09,39.203941,39.780136,39.150871,39.438969,38.541279,3751200
2012-11-12,39.469296,39.719486,39.340408,39.476875,38.578327,2390500
2012-11-13,39.241848,39.840790,39.188778,39.507202,38.607967,3948600
2012-11-14,39.643669,39.764973,38.923428,38.976498,38.089340,6261500
2012-11-15,38.968914,39.203941,38.908264,39.105381,38.215286,5115700
2012-11-16,39.203941,39.552692,39.014404,39.416225,38.519047,5989800
2012-11-19,39.749809,40.106140,39.689159,40.106140,39.193275,3800900
2012-11-20,39.871113,39.909023,39.575436,39.909023,39.000633,3859200
2012-11-21,39.939346,40.515541,39.810463,40.212280,39.296997,3322800
2012-11-23,40.288097,40.561031,40.212280,40.553448,39.630394,1360400
